Batch ID,Test Date,Material ,Supplier,Heat Treatment,Sample Thickness (mm),Hardness (HRC),Tensile Strength (MPa),Yield Strength (MPa),Elongation (%),Carbon Equiv (%),Test Temp (C),Cycles to Failure,Defect Count,Operator,Test Machine,Pass/Fail,Notes
B2022-00315,31-Oct-2022,Copper C110,Supplier C,Normalized,9.72,8.8,213.7,176.5,34.8,0.391,24.4,,1.0,R. Patel,UTM-2,Pass,
B2022-00070,07-Jan-2022,Steel 4140,Supplier C,Normalized,,32.4,1050.4,848.3,18.3,0.41,23.0,,2.0,R. Patel,UTM-1,Pass,
B2022-00127,2022-10-29,Steel 4140,Supplier A,Quenched & Tempered,16.84,30.6,1107.7,899.7,17.8,0.296,21.1,,0.0,R. Patel,UTM-1,Pass,
B2022-00190,2022-04-27,Stainless 304,Supplier A,As-Received,13.54,20.8,634.6,512.3,40.9,0.395,,,0.0,A. Silva,HT-4,Pass,
B2022-00876,2022-07-04,Steel 4140,Supplier B,Normalized,11.28,31.0HRC,614.3,516.3,21.1,0.44,139.3,,3.0,M. Chen,HT-4,Fail,
B2022-01140,2022-06-28,Titanium Ti-6Al-4V,SUPPLIER A ,Quenched & Tempered,9.84,39.0,1211.7,1119.1,3.8,0.392,20.6,,2.0,T. Nguyen,HT-4,Pass,
B2022-01328,10/03/2022,Aluminum 6061,Supplier A,Annealed,6.35,13.3,295.2,225.8,12.1,0.337,20.5,,1.0,A. Silva,UTM-2,Pass,
B2023-00184,08/13/2023,Copper C110,Supplier A,As-Received,1.23,8.4,204.1,181.9,39.3,0.265,21.3,,2.0,J. Kim,HT-4,Fail,
B2022-00658,2022-10-16,Steel 4140,Supplier A,Quenched & Tempered,11.11,35.8HRC,1125.4,951.8,12.4,0.334,22.6,,0.0,A. Silva,UTM-3,Pass,
B2023-01346,02-Apr-2023,Stainless 304,Supplier A,Quenched & Tempered,7.41,20.5,683.0,559.2,46.0,0.447,24.6,,1.0,A. Silva,HT-4,Pass,
B2022-00296,04/15/2022,Stainless 304,Supplier C,Normalized,2.75,22.7,650.1,504.0,41.6,0.298,23.0,51481.0,1.0,T. Nguyen,HT-4,Pass,
B2023-00919,2023-05-06,Titanium Ti-6Al-4V,Supplier D,As-Received,10.02,35.4,989.3,827.6,11.3,0.423,24.2,58978.0,1.0,T. Nguyen,UTM-1,Pass,
B2024-00688,14-Jun-2024,Copper C110,Supplier D,Normalized,3.26,8.3 hrc,232.2,199.1,34.2,0.329,23.1,80525.0,0.0,J. Kim,HT-4,Pass,
B2022-00038,02/05/2022,Titanium Ti-6Al-4V,Supplier D,Quenched & Tempered,14.57,37.2,1122.1,908.1,7.3,0.4,28.7,,0.0,A. Silva,UTM-1,Pass,
B2023-00859,03/29/2023,Stainless 304,Supplier C,Normalized,12.8,22.3,649.7,534.1,41.9,0.411,25.6,,1.0,T. Nguyen,UTM-2,Pass,
B2024-00842,27-Mar-2024,Steel 4140,Supplier D,Normalized,9.81,29.9,914.2,742.0,15.9,0.365,23.8,11786.0,1.0,T. Nguyen,UTM-1,Pass,
B2024-01216,01/28/2024,copper c110,Supplier C,Normalized,8.25,7.0,201.7,156.4,36.4,0.195,11.6,74253.0,0.0,T. Nguyen,UTM-1,Pass,Surface porosity observed
B2023-01181,10-Aug-2023,Copper C110,Supplier D,As-Received,9.73,9.9,238.4,188.1,38.1,0.306,21.7,29300.0,4.0,T. Nguyen,UTM-2,Pass,
B2022-00373,06/22/2022,Titanium Ti-6Al-4V,Supplier A,Normalized,19.42,37.4,1048.5,861.5,9.2,0.502,19.6,,2.0,M. Chen,UTM-3,Pass,
B2022-01000,2022-11-08,Copper C110,supplier a,Annealed,8.87,10.0,207.3,181.1,33.2,0.302,22.0,,1.0,R. Patel,UTM-1,Fail,
B2023-00282,09/04/2023,Stainless 304, Supplier B,Normalized,12.78,24.1,530.2,444.6,42.3,0.286,32.4,12272.0,3.0,M. Chen,HT-4,Fail,
B2023-00115,03/17/2023,Titanium-Ti-6Al-4V,Supplier D,As-Received,3.31,33.6HRC,927.6,805.4,11.7,0.417,21.8,14244.0,0.0,M. Chen,UTM-3,Pass,
B2024-00097,2024-01-17,Stainless 304,Supplier B,As-Received,10.64,21.7,464.9,417.2,46.2,0.286,23.4,,2.0,J. Kim,UTM-3,Fail,
B2022-00123,2022-11-12,Steel 4140,Supplier_C,Normalized,21.02,31.5,998.6,826.3,,0.351,31.0,,3.0,R. Patel,UTM-2,Pass,
B2022-00383,2022-11-07,Titanium Ti-6Al-4V,Supplier D,Normalized,15.45,37.3HRC,1049.7,819.1,10.5,0.319,26.1,,2.0,J. Kim,UTM-1,Pass,
B2023-00926,22-May-2023,Aluminum 6061,Supplier A,Normalized,13.29,14.0,347.1,301.4,12.7,0.371,24.9,127778.0,0.0,,UTM-2,Pass,
B2023-00267,08/26/2023,Steel 4140,Supplier D,As-Received,9.46,31.2,939.2,770.0,15.4,0.259,24.1,,1.0,T. Nguyen,UTM-1,Pass,
B2024-00543,06-Jan-2024,Aluminum 6061,Supplier_D,Normalized,10.55,12.4,303.3,239.0,15.7,0.243,27.8,,0.0,A. Silva,UTM-2,Pass,
B2024-00763,05/03/2024,Steel 4140,Supplier D,Quenched & Tempered,17.03,35.0,1130.7,917.5,16.0,0.493,26.4,,1.0,R. Patel,UTM-1,Pass,
B2022-00907,04/20/2022,Copper C110,Supplier B,Normalized,7.59,9.0 hrc,162.7,146.1,33.7,0.234,18.6,,2.0,T. Nguyen,UTM-1,Pass,
B2024-00625,2024-01-30,Copper C110,Supplier A,As-Received,4.29,8.0,228.2,174.2,32.2,0.426,18.5,39016.0,1.0,M. Chen,UTM-1,Pass,
B2024-00364,2024-03-28,Titanium Ti-6Al-4V,Supplier C,Normalized,9.65,35.1 hrc,974.5,819.5,9.6,0.504,17.0,,1.0,T. Nguyen,UTM-2,Pass,
B2024-00843,2024-01-08,Copper C110, Supplier C,Normalized,1.97,9.6,226.2,195.1,36.6,0.344,21.7,,1.0,A. Silva,UTM-2,Pass,
B2023-01107,2023-09-12,ALUMINUM 6061,Supplier C,Annealed,2.69,12.5,298.2,249.0,13.9,0.306,25.9,12156.0,2.0,M. Chen,UTM-2,Pass,
B2024-01004,01/02/2024,Steel 4140,SUPPLIER C ,Normalized,23.43,31.2,985.5,794.2,18.2,0.537,17.1,44965.0,0.0,T. Nguyen,HT-4,Pass,
B2022-00614,06/26/2022,titanium ti-6al-4v,Supplier D,Normalized,19.09,34.8HRC,967.0,798.3,10.3,0.147,28.4,19808.0,1.0,M. Chen,HT-4,Fail,
B2023-00483,2023-07-01,Titanium Ti-6Al-4V,Supplier C,Normalized,17.64,36.9HRC,995.2,,9.7,0.358,24.0,,0.0,R. Patel,UTM-3,Pass,
B2024-01081,11-Apr-2024,Titanium Ti-6Al-4V,Supplier A,As-Received,14.01,39.2,980.8,809.4,10.7,0.335,24.1,5392.0,4.0,J. Kim,HT-4,Pass,
B2024-00397,2024-05-07, CopperC110,Supplier B,As-Received,6.75,9.4HRC,168.7,151.5,,0.241,24.0,,3.0,A. Silva,UTM-1,Fail,
B2022-01199,27-Mar-2022,Aluminum 6061,Supplier B,As-Received,10.75,13.7,172.7,143.6,11.9,0.329,169.2,,4.0,M. Chen,UTM-2,Fail,
B2023-00449,2023-05-26,Stainless 304,Supplier B,Annealed,8.06,20.6,442.8,355.7,47.0,0.308,20.2,13362.0,1.0,M. Chen,UTM-3,Fail,
B2024-00261,2024-06-04,Aluminum 6061,Supplier_C,Annealed,9.08,14.0,290.8,266.8,15.1,0.343,21.1,,1.0,T. Nguyen,UTM-1,Pass,Retest requested
B2022-00327,24-Feb-2022,Stainless 304, Supplier C,Normalized,12.34,23.6,620.3,,47.2,0.448,19.9,,2.0,R. Patel,UTM-1,Pass,
B2022-00519,11/10/2022,Stainless 304,Supplier A,Normalized,16.63,25.5,684.5,609.0,,0.367,21.0,,3.0,M. Chen,UTM-1,Pass,
B2024-00258,16-Mar-2024,titanium ti-6al-4v,Supplier C,Quenched & Tempered,17.95,37.9,868.5,690.2,10.2,0.217,145.2,1063.0,3.0,A. Silva,HT-4,Pass,
B2024-01221,2024-05-16,Stainless 304,Supplier A,Quenched & Tempered,8.8,23.1,680.0,581.3,45.2,0.44,22.2,,1.0,T. Nguyen,UTM-3,Pass,Surface porosity observed
B2022-00525,25-Jan-2022,Steel 4140,SUPPLIER A ,As-Received,7.32,30.0,761.9,588.1,16.4,0.326,161.0,3723.0,1.0,A. Silva,UTM-1,Fail,
B2023-00160,19-Sep-2023,Copper C110,Supplier C,Quenched & Tempered,2.21,8.8HRC,212.9,157.7,32.4,0.243,21.9,,0.0,M. Chen,UTM-2,Fail,
B2023-00949,16-Oct-2023,TITANIUM TI-6AL-4V ,Supplier C,Normalized,3.03,35.3HRC,952.7,789.3,12.6,0.4,28.1,5655.0,2.0,A. Silva,HT-4,Pass,
B2023-00436,06/09/2023,Aluminum 6061,Supplier_D,Quenched & Tempered,11.18,16.7,385.1,354.0,13.9,0.428,23.9,,1.0,A. Silva,UTM-3,Pass,
B2023-00767,2023-01-15,Steel 4140,Supplier A,As-Received,6.64,32.1,1024.3,818.3,,0.444,19.8,,2.0,J. Kim,HT-4,Pass,
B2022-00052,2022-08-29,Aluminum 6061,Supplier B,As-Received,6.77,13.1,242.7,192.6,16.0,0.293,23.0,,2.0,T. Nguyen,UTM-2,Fail,
B2022-00580,2022-04-23,Titanium Ti-6Al-4V, Supplier D,As-Received,8.45,37.0,986.2,854.4,6.1,0.362,29.9,14553.0,,R. Patel,HT-4,Pass,
B2023-00257,10-Apr-2023,Stainless 304,Supplier C,Normalized,6.03,24.9,644.4,483.8,46.3,0.366,25.0,70524.0,1.0,R. Patel,HT-4,Pass,
B2022-00925,2022-03-14, Steel4140,SUPPLIER D ,Quenched & Tempered,9.12,28.9 HRC,1031.2,905.9,15.9,0.428,20.4,36433.0,0.0,R. Patel,UTM-3,Pass,
B2022-00672,2022-08-16,Copper C110,Supplier D,Annealed,3.53,9.5,224.4,189.1,34.6,0.291,24.6,,2.0,J. Kim,HT-4,Pass,
B2022-00373,22-Jun-2022,Titanium Ti-6Al-4V,SUPPLIER A ,Normalized,6.03,37.0,1039.5,846.4,10.9,0.37,27.1,,1.0,R. Patel,UTM-2,Pass,
B2023-00670,2023-11-30,Stainless 304,Supplier_D,Annealed,17.67,17.9,572.8,419.7,46.8,0.474,20.6,,0.0,T. Nguyen,UTM-3,Pass,
B2022-00628,07-Sep-2022,Stainless 304,Supplier C,Annealed,12.93,23.3HRC,607.8,489.1,42.9,0.313,29.1,,2.0,T. Nguyen,UTM-1,Pass,
B2022-00476,11-Sep-2022,ALUMINUM 6061,Supplier C,Normalized,5.5,13.4 HRC,305.0,236.7,15.9,0.332,29.1,9304.0,,J. Kim,HT-4,Pass,
B2022-01374,09/05/2022,Titanium Ti-6Al-4V, Supplier A,As-Received,3.49,36.7,978.7,794.5,6.3,0.348,22.5,,1.0,J. Kim,HT-4,Pass,
B2022-00104,2022-02-20,Steel 4140,Supplier C,As-Received,11.7,31.8,925.6,710.2,16.4,0.392,27.8,,1.0,M. Chen,UTM-2,Pass,
B2023-00142,11/10/2023,Steel 4140,Supplier B,As-Received,22.48,31.0,786.8,673.7,20.1,0.451,25.0,,3.0,A. Silva,UTM-3,Fail,
B2023-00793,2023-03-08,Steel 4140,Supplier A,Normalized,17.75,34.3,1048.3,848.9,14.6,0.338,21.2,,1.0,T. Nguyen,UTM-1,Pass,
B2023-00934,2023-07-10,Steel 4140,Supplier A,Quenched & Tempered,13.85,32.7,1112.1,979.2,18.7,0.434,25.6,16459.0,2.0,A. Silva,HT-4,Pass,
B2023-00165,09/12/2023, TitaniumTi6Al4V,Supplier A,As-Received,3.34,35.2,947.1,774.1,13.9,0.452,30.7,20575.0,1.0,T. Nguyen,HT-4,Pass,
B2024-00843,10-Jan-2024,Copper C110,Supplier C,Normalized,1.81,12.7,289.3,223.7,35.6,0.563,22.9,,1.0,T. Nguyen,UTM-1,Pass,
B2023-00835,01/15/2023,Steel 4140,Supplier_C,Normalized,7.9,31.1,949.5,801.4,18.2,0.354,19.8,54812.0,2.0,J. Kim,UTM-2,Pass,
B2022-00025,09/02/2022,Steel 4140,Supplier C,Quenched & Tempered,7.16,30.3HRC,979.7,696.8,17.4,0.338,26.1,,1.0,R. Patel,HT-4,Pass,
B2024-00023,11-Jun-2024,Titanium Ti-6Al-4V,Supplier A,Annealed,9.67,35.5,915.2,733.3,10.2,0.432,19.1,,2.0,M. Chen,UTM-2,Pass,
B2024-00397,05/05/2024,Copper C110,Supplier B,As-Received,3.18,6.4,169.9,,34.4,0.375,24.3,,2.0,M. Chen,UTM-2,Fail,
B2023-00338,09/02/2023,Stainless-304 ,Supplier A,As-Received,5.69,21.5,641.5,531.5,41.7,0.391,18.4,117426.0,1.0,M. Chen,UTM-1,Pass,
B2024-00858,2024-04-04,Copper-C110,Supplier B,As-Received,7.78,8.2,151.6,119.2,35.0,0.415,144.9,,1.0,M. Chen,UTM-2,Pass,
B2022-00552,01/11/2022,Aluminum 6061,Supplier B,As-Received,8.15,13.5,237.6,209.6,17.7,0.243,28.9,,1.0,A. Silva,UTM-1,Fail,
B2022-00925,2022-03-13,Steel 4140,Supplier D,Quenched & Tempered,10.51,28.5,1022.8,887.9,13.1,0.401,19.0,9340.0,1.0,M. Chen,UTM-2,Pass,
B2024-00622,05/22/2024,Stainless 304,Supplier D,Normalized,2.73,22.0,635.2,517.6,45.6,0.325,21.0,6186.0,3.0,A. Silva,UTM-2,Pass,
B2024-00763,05/04/2024,Steel 4140,Supplier D,Quenched & Tempered,12.11,29.8,1043.2,873.8,10.1,0.298,29.5,,1.0,T. Nguyen,UTM-2,Pass,
B2023-01053,2023-04-24,Stainless 304,Supplier A,Quenched & Tempered,7.38,20.6 HRC,651.0,524.0,42.7,0.407,30.2,,1.0,R. Patel,HT-4,Pass,
B2022-00166,03/11/2022,Titanium Ti-6Al-4V,Supplier A,Quenched & Tempered,19.14,35.8,1058.1,882.0,6.4,0.284,20.0,,1.0,A. Silva,UTM-3,Pass,
B2022-00721,20-Sep-2022,Steel 4140,Supplier C,As-Received,21.29,33.8,810.5,667.4,21.1,0.346,156.4,,1.0,T. Nguyen,UTM-3,Fail,
B2024-00003,2024-05-15,Titanium Ti-6Al-4V,supplier b,As-Received,6.15,37.5,771.9,709.9,13.5,0.293,20.6,,7.0,R. Patel,UTM-3,Fail,
B2022-00731,2022-08-12,Stainless 304,Supplier D,Annealed,15.31,21.0,561.1,455.4,43.8,0.304,24.2,,1.0,R. Patel,UTM-1,Pass,
B2023-01198,2023-11-29,Titanium Ti-6Al-4V,Supplier C,Annealed,17.47,32.5,787.1,626.9,10.1,0.21,25.7,1894.0,2.0,T. Nguyen,HT-4,Pass,
B2022-00898,2022-01-08,Aluminum 6061,Supplier A,As-Received,14.65,14.1,290.2,234.3,15.8,0.284,23.1,45903.0,0.0,R. Patel,UTM-3,Pass,
B2022-00706,07/05/2022, Steel4140, Supplier A,As-Received,11.49,30.5 hrc,982.9,767.8,20.6,0.45,24.4,,0.0,M. Chen,HT-4,Pass,
B2024-00033,03/12/2024,Aluminum 6061,Supplier C,Quenched & Tempered,14.48,16.0,342.5,276.6,14.9,0.302,25.0,53893.0,1.0,J. Kim,UTM-1,Pass,
B2024-01034,06/26/2024,Aluminum 6061,Supplier B,As-Received,13.14,15.2,268.6,207.8,14.6,0.435,28.5,9987.0,1.0,M. Chen,UTM-3,Fail,
B2022-00628,09/06/2022,Stainless 304,Supplier C,Annealed,3.63,21.1 HRC,558.2,476.0,47.2,0.424,19.9,,2.0,,UTM-3,Pass,
B2022-01073,08-Jul-2022,Titanium Ti-6Al-4V,Supplier A,As-Received,7.75,35.0,965.9,721.1,10.4,0.225,26.6,62540.0,0.0,J. Kim,UTM-1,Pass,
B2024-00805,2024-07-20,stainless 304,Supplier B,Quenched & Tempered,14.93,25.7HRC,566.6,448.8,46.6,0.424,26.4,,2.0,J. Kim,UTM-1,Fail,
B2023-01400,2023-04-29,Stainless-304 ,Supplier D,Normalized,16.64,20.2 hrc,612.3,490.5,47.1,0.422,12.9,,1.0,A. Silva,HT-4,Pass,
B2022-00289,12-Nov-2022,Aluminum 6061,Supplier B,Normalized,13.72,13.5,268.8,219.0,15.5,0.376,20.8,,1.0,M. Chen,HT-4,Fail,
B2024-00340,02/05/2024,Aluminum 6061, Supplier A,Annealed,9.19,19.0,352.6,278.0,19.4,0.374,19.0,,4.0,A. Silva,HT-4,Pass,
B2024-01006,16-Jul-2024,aluminum 6061,Supplier C,Normalized,7.81,17.4,342.1,264.7,13.7,0.333,20.9,2848.0,5.0,A. Silva,HT-4,Fail,
B2022-00873,2022-08-06,Titanium Ti-6Al-4V,Supplier D,Quenched & Tempered,,39.2,1117.3,856.5,9.1,0.314,22.5,,3.0,J. Kim,UTM-1,Pass,
B2023-01338,2023-08-02,Copper C110,Supplier B,Annealed,7.81,12.0,202.2,152.9,34.5,0.464,21.1,21109.0,2.0,T. Nguyen,UTM-3,Fail,
B2023-01078,19-Dec-2023,Stainless 304,Supplier C,Annealed,16.06,24.6,605.4,510.1,46.4,0.181,22.5,5927.0,2.0,T. Nguyen,HT-4,Pass,
B2024-00790,31-Jul-2024,Aluminum 6061,Supplier A,As-Received,7.99,13.2,257.5,,13.2,0.29,,30562.0,0.0,M. Chen,UTM-2,Fail,
B2023-00233,08-Jul-2023,Steel 4140,Supplier D,Normalized,16.57,36.5,1051.9,838.5,18.2,0.47,27.2,,2.0,A. Silva,UTM-1,Pass,
B2022-00453,2022-06-08,Steel 4140,Supplier B,Normalized,7.55,34.9,863.6,713.1,21.3,0.429,23.3,,1.0,A. Silva,UTM-2,Pass,
B2024-00219,2024-04-06,Titanium Ti-6Al-4V, Supplier B,Annealed,19.6,35.6,724.6,590.9,13.5,0.22,24.8,,2.0,M. Chen,UTM-3,Fail,
B2022-00873,2022-08-03,Titanium Ti-6Al-4V,Supplier D,Quenched & Tempered,15.37,33.0,959.3,751.9,11.8,0.14,19.7,44712.0,0.0,M. Chen,UTM-2,Pass,
B2022-00607,07/03/2022,Aluminum 6061,Supplier A,Annealed,8.59,14.6,339.4,292.9,13.0,0.332,26.7,111878.0,1.0,,UTM-3,Pass,
B2024-01254,2024-06-07,Titanium Ti-6Al-4V,Supplier B,Normalized,18.99,32.1 hrc,679.7,556.2,16.0,0.207,23.7,,3.0,A. Silva,HT-4,Fail,
B2023-00814,2023-04-14,Stainless 304,SUPPLIER D ,Annealed,10.65,18.2,552.4,443.1,47.5,0.318,24.9,29257.0,0.0,R. Patel,UTM-3,Fail,
B2023-01368,2023-03-30,Aluminum 6061,Supplier C,Annealed,12.7,11.9,294.0,265.7,18.2,0.431,21.3,66356.0,0.0,M. Chen,UTM-1,Pass,
B2022-01380,2022-10-16,Steel 4140,Supplier C,As-Received,7.07,33.1,896.5,784.3,15.0,0.265,27.8,82511.0,0.0,T. Nguyen,UTM-3,Fail,
B2022-00228,24-Nov-2022,Steel 4140,supplier b,Quenched & Tempered,8.63,33.7,811.0,706.3,20.5,0.277,28.4,6714.0,1.0,R. Patel,UTM-3,Pass,
B2022-01060,11/16/2022,stainless 304,Supplier D,As-Received,3.8,22.4,608.3,467.1,41.9,0.343,16.8,,1.0,A. Silva,UTM-1,Pass,
B2024-00097,2024-01-17,Stainless 304,Supplier B,As-Received,17.02,19.2,436.5,394.2,45.9,0.389,22.9,13001.0,2.0,A. Silva,UTM-2,Fail,
B2024-00638,03/24/2024,Stainless 304,Supplier D,As-Received,9.71,23.0,623.7,486.9,45.7,0.386,20.8,,3.0,A. Silva,UTM-2,Pass,
B2024-01004,2024-01-02,Steel 4140,SUPPLIER C ,Normalized,8.37,32.3,1011.9,871.4,20.7,0.345,25.4,,2.0,J. Kim,UTM-1,Pass,
B2023-01274,04/04/2023,Aluminum 6061,Supplier C,Quenched & Tempered,8.14,13.2HRC,313.9,252.1,14.5,0.433,149.1,,1.0,M. Chen,UTM-1,Pass,
B2022-01321,2022-07-10,Steel 4140,Supplier D,Normalized,13.92,32.2 hrc,981.3,826.5,15.5,0.406,23.1,17208.0,1.0,J. Kim,UTM-3,Pass,
B2023-00018,28-Sep-2023, CopperC110,Supplier C,Annealed,7.68,8.0,205.8,159.8,34.7,0.296,27.5,12381.0,1.0,T. Nguyen,UTM-1,Pass,
B2024-00421,2024-04-18,Copper C110,Supplier B,As-Received,4.83,6.3,150.0,124.5,34.0,0.341,22.6,,3.0,R. Patel,UTM-3,Fail,Grain flow irregular near edge
B2022-00336,08/22/2022,Stainless-304 ,Supplier A,Normalized,10.97,24.6 HRC,673.8,504.8,48.8,0.313,21.5,19591.0,1.0,M. Chen,UTM-3,Pass,
B2024-00093,04/09/2024,Stainless 304,Supplier C,Annealed,6.86,20.7HRC,564.6,465.5,45.4,0.378,17.8,,0.0,J. Kim,HT-4,Pass,
B2023-00304,2023-11-28, Stainless304,Supplier A,As-Received,7.12,23.1,644.3,531.9,,0.596,19.8,,,A. Silva,UTM-3,Pass,
B2024-01361,2024-03-12,Copper C110,Supplier C,Quenched & Tempered,2.97,9.2,240.9,,37.3,0.251,32.1,5770.0,0.0,T. Nguyen,UTM-2,Pass,
B2023-00991,13-Feb-2023,Stainless 304,Supplier B,Quenched & Tempered,11.28,23.0 HRC,509.4,430.6,50.7,0.333,17.1,,2.0,R. Patel,UTM-3,Pass,
B2023-01372,04/26/2023, TitaniumTi6Al4V,Supplier D,Annealed,8.67,35.5,878.3,719.7,,0.32,20.5,,1.0,A. Silva,HT-4,Fail,
B2024-00141,2024-03-29,Stainless 304,SUPPLIER D ,Quenched & Tempered,10.14,24.0 hrc,686.0,585.6,44.9,0.385,23.8,,1.0,T. Nguyen,UTM-1,Pass,
B2023-00483,2023-06-28,Titanium Ti-6Al-4V,Supplier C,Normalized,18.97,35.9,1005.6,834.3,11.1,0.492,23.9,,1.0,J. Kim,UTM-3,Pass,
B2023-00828,08/21/2023,Aluminum 6061, Supplier A,As-Received,10.36,14.9,318.4,276.7,13.6,0.357,16.5,,1.0,A. Silva,HT-4,Fail,
B2024-00116,2024-05-07,Copper C110,Supplier D,As-Received,1.79,8.3,239.1,187.9,32.7,0.518,29.6,71038.0,0.0,J. Kim,UTM-1,Pass,
B2022-01230,26-Oct-2022,Stainless 304, Supplier A,Normalized,7.33,21.8 hrc,651.7,487.0,42.9,0.261,19.3,,1.0,T. Nguyen,UTM-1,Pass,
B2023-00494,2023-05-30,Copper C110,Supplier A,Quenched & Tempered,4.59,7.2,227.2,190.4,35.8,0.256,27.5,,1.0,M. Chen,UTM-3,Pass,
B2022-01173,2022-06-12,Stainless 304,Supplier B,As-Received,5.59,24.9,522.5,432.1,46.7,0.298,25.8,,3.0,M. Chen,UTM-2,Fail,
B2023-00941,2023-09-07,Copper C110,Supplier D,Normalized,3.24,9.7,244.2,191.9,30.3,0.353,23.0,30139.0,2.0,R. Patel,HT-4,Pass,
B2023-00531,2023-03-22,Aluminum 6061,Supplier_B,Annealed,8.42,9.2,212.1,179.2,15.3,0.491,27.5,,4.0,A. Silva,UTM-3,Fail,
B2022-01091,16-Apr-2022, CopperC110,Supplier_B,Annealed,9.65,6.4 HRC,144.8,104.4,34.8,0.263,25.3,,5.0,J. Kim,UTM-2,Fail,
B2022-00055,2022-11-16,Aluminum 6061,Supplier A,As-Received,10.8,13.9,312.2,253.5,9.4,0.437,20.3,23472.0,0.0,A. Silva,UTM-1,Pass,
B2022-00595,12/30/2022,Steel 4140,SUPPLIER B ,As-Received,6.16,33.0,829.5,675.0,22.1,0.433,21.1,,3.0,A. Silva,HT-4,Fail,
B2023-00785,04/12/2023,Steel 4140,Supplier C,As-Received,17.28,36.7,994.3,825.4,16.3,0.355,21.4,,1.0,M. Chen,UTM-1,Pass,Sample slipped in grips - discard?
B2022-00922,01/29/2022,Stainless 304,Supplier B,Normalized,3.21,22.4,534.2,399.1,45.7,0.418,25.6,,5.0,T. Nguyen,UTM-1,Fail,
B2023-00846,16-Feb-2023,Steel 4140,Supplier C,As-Received,12.59,31.3,935.6,779.7,18.4,0.333,25.2,77679.0,1.0,A. Silva,HT-4,Pass,
B2024-00032,06/22/2024,Aluminum-6061,Supplier A,Annealed,3.03,14.2,333.1,268.4,14.1,0.468,20.2,,1.0,M. Chen,UTM-2,Pass,
B2022-00723,2022-04-27,Stainless 304,Supplier B,As-Received,4.75,22.6,475.0,350.8,46.7,0.296,26.2,,2.0,T. Nguyen,UTM-1,Pass,
B2023-00210,02/19/2023,Stainless 304,Supplier A,As-Received,14.67,20.2,587.7,,40.8,0.291,26.0,,0.0,R. Patel,UTM-1,Fail,
B2023-00058,2023-07-09,COPPER C110 ,Supplier A,Annealed,2.45,9.8,235.5,174.7,34.5,0.388,27.9,,1.0,,UTM-3,Pass,
B2024-00843,09-Jan-2024,Copper C110,Supplier C,Normalized,4.64,8.3,214.1,,33.7,0.357,22.1,,2.0,T. Nguyen,HT-4,Fail,
B2023-00135,2023-01-18,Aluminum 6061,Supplier C,As-Received,13.16,15.1,328.7,241.2,8.7,0.392,25.8,59073.0,1.0,T. Nguyen,UTM-1,Pass,
B2023-00200,10-Dec-2023,Copper C110,Supplier C,Annealed,7.08,7.7,202.8,177.1,36.0,0.361,24.0,,3.0,T. Nguyen,UTM-3,Pass,
B2024-00782,2024-03-14,Titanium Ti-6Al-4V,Supplier C,Normalized,18.63,35.9,972.7,819.1,8.2,0.404,25.6,,1.0,A. Silva,UTM-2,Pass,Surface porosity observed
B2022-00293,10/16/2022,Stainless 304,Supplier A,Annealed,14.87,22.9,608.4,513.3,,0.427,26.1,9449.0,2.0,J. Kim,UTM-1,Pass,
B2022-00952,05-Mar-2022,COPPER C110 ,Supplier C,As-Received,8.03,9.3,233.8,175.7,38.1,0.423,19.7,,0.0,A. Silva,HT-4,Pass,
B2023-00617,07-Aug-2023,Steel 4140,Supplier C,Quenched & Tempered,10.7,29.6,999.4,853.9,18.8,0.293,19.2,14088.0,4.0,A. Silva,UTM-2,Pass,
B2023-00180,09/14/2023,Stainless 304,Supplier C,Normalized,17.11,22.8,618.9,503.6,43.1,0.32,24.0,12194.0,2.0,R. Patel,UTM-3,Pass,
B2024-00381,02/07/2024,Titanium Ti-6Al-4V,Supplier A,Quenched & Tempered,3.11,40.1,1125.0,842.4,5.9,0.224,23.2,,1.0,M. Chen,UTM-3,Pass,
B2023-00981,18-Apr-2023,Steel 4140,Supplier B,As-Received,6.05,34.5 hrc,828.5,651.9,22.6,0.337,20.2,,3.0,J. Kim,UTM-2,Pass,
B2023-01040,2023-05-28,Aluminum 6061,Supplier D,Normalized,5.74,14.2,262.3,219.4,16.6,0.372,169.9,,0.0,R. Patel,HT-4,Pass,
B2022-01270,20-Jul-2022,Steel 4140,Supplier A,As-Received,14.03,31.4,929.1,711.3,20.7,0.374,23.6,,2.0,R. Patel,UTM-2,Pass,
B2022-01059,07/28/2022,Copper C110,supplier a,Normalized,3.12,10.6,205.4,171.2,34.1,0.413,154.1,9124.0,2.0,A. Silva,HT-4,Pass,
B2022-01271,01-Jan-2023,Copper C110,Supplier A,Quenched & Tempered,8.54,11.6 hrc,285.5,263.9,,0.433,19.7,,2.0,J. Kim,UTM-2,Pass,
B2024-00066,2024-06-04,Aluminum 6061,Supplier B,Annealed,11.45,13.0HRC,251.9,183.8,18.1,0.398,25.7,,2.0,R. Patel,HT-4,Pass,
B2024-01069,2024-05-25,Titanium Ti-6Al-4V,Supplier A,Normalized,14.47,35.0,855.9,740.6,15.1,0.346,144.4,,2.0,R. Patel,UTM-1,Fail,
B2022-01151,2022-12-23,Steel 4140,SUPPLIER D ,Normalized,18.38,34.7,1021.2,946.9,16.3,0.313,29.7,,3.0,T. Nguyen,UTM-3,Pass,
